"2021-03-10 at 8:49"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2021-03-10	8:51:09	5.00634e2	5.13608e1	7.40687e1	7.5308156e-2	1.2110002e1	7.4491906e-1	
2021-03-10	8:51:09	5.02475e2	5.13608e1	7.40542e1	7.5501947e-2	1.2110002e1	7.4960260e-1	
2021-03-10	8:51:10	5.01673e2	5.13608e1	7.40625e1	7.5417623e-2	1.2105805e1	7.2482104e-1	
2021-03-10	8:51:10	5.00707e2	5.13608e1	7.40770e1	7.5315847e-2	1.2090699e1	7.2449789e-1	
2021-03-10	8:51:11	5.01572e2	5.13542e1	7.40659e1	7.5408077e-2	1.2094056e1	7.3140854e-1	
2021-03-10	8:51:11	5.02422e2	5.13542e1	7.40737e1	7.5497536e-2	1.2102448e1	7.1543335e-1	
2021-03-10	8:51:12	5.04652e2	5.13608e1	7.40782e1	7.5730772e-2	1.2115037e1	7.3102116e-1	
2021-03-10	8:51:12	5.06136e2	5.13641e1	7.40595e1	7.5885820e-2	1.2104127e1	7.4983863e-1	
2021-03-10	8:51:13	5.06690e2	5.13608e1	7.40577e1	7.5944418e-2	1.2105805e1	7.3227548e-1	
2021-03-10	8:51:13	5.06467e2	5.13608e1	7.40727e1	7.5921010e-2	1.2099931e1	7.2195262e-1	
2021-03-10	8:51:14	5.07422e2	5.13575e1	7.40689e1	7.6021580e-2	1.2108323e1	7.2426528e-1	
2021-03-10	8:51:14	5.13097e2	5.13575e1	7.40745e1	7.6614017e-2	1.2102448e1	7.1956424e-1	
2021-03-10	8:51:15	5.17461e2	5.13608e1	7.40715e1	7.7066707e-2	1.2099931e1	7.4254217e-1	
2021-03-10	8:51:15	5.15678e2	5.13575e1	7.40557e1	7.6882314e-2	1.2115876e1	7.4758491e-1	
2021-03-10	8:51:16	5.10255e2	5.13575e1	7.40607e1	7.6317796e-2	1.2111680e1	7.2825536e-1	
2021-03-10	8:51:16	5.07439e2	5.13575e1	7.40732e1	7.6023445e-2	1.2092378e1	7.2311763e-1	
2021-03-10	8:51:17	5.07315e2	5.13575e1	7.40687e1	7.6010465e-2	1.2093217e1	7.2354788e-1	
2021-03-10	8:51:17	5.05935e2	5.13575e1	7.40739e1	7.5865879e-2	1.2120072e1	7.1976208e-1	
2021-03-10	8:51:18	5.05951e2	5.13575e1	7.40695e1	7.5867586e-2	1.2090699e1	7.4485869e-1	
2021-03-10	8:51:18	5.05838e2	5.13575e1	7.40537e1	7.5855665e-2	1.2099092e1	7.4939875e-1	
2021-03-10	8:51:19	5.05329e2	5.13575e1	7.40605e1	7.5802288e-2	1.2099092e1	7.2715516e-1	
2021-03-10	8:51:19	5.06510e2	5.13542e1	7.40727e1	7.5926675e-2	1.2099931e1	7.2391681e-1	
2021-03-10	8:51:20	5.09010e2	5.13542e1	7.40647e1	7.6188254e-2	1.2099931e1	7.3027954e-1	
2021-03-10	8:51:20	5.10369e2	5.13575e1	7.40732e1	7.6329622e-2	1.2105805e1	7.1808385e-1	
2021-03-10	8:51:21	5.10345e2	5.13575e1	7.40707e1	7.6327176e-2	1.2097413e1	7.4148483e-1	
2021-03-10	8:51:21	5.10111e2	5.13575e1	7.40562e1	7.6302766e-2	1.2119233e1	7.4739432e-1	
2021-03-10	8:51:22	5.08937e2	5.13608e1	7.40605e1	7.6179575e-2	1.2113358e1	7.2469501e-1	
2021-03-10	8:51:22	5.08284e2	5.13575e1	7.40749e1	7.6111822e-2	1.2107484e1	7.2042102e-1	
2021-03-10	8:51:23	5.09872e2	5.13542e1	7.40680e1	7.6278352e-2	1.2097413e1	7.3051381e-1	
2021-03-10	8:51:23	5.11268e2	5.13575e1	7.40729e1	7.6423382e-2	1.2117555e1	7.1753664e-1	
2021-03-10	8:51:24	5.12049e2	5.13575e1	7.40722e1	7.6504850e-2	1.2092378e1	7.4215960e-1	
2021-03-10	8:51:24	5.13197e2	5.13542e1	7.40532e1	7.6624898e-2	1.2104966e1	7.4774808e-1	
2021-03-10	8:51:25	5.11958e2	5.13509e1	7.40627e1	7.6496448e-2	1.2098252e1	7.2361602e-1	
2021-03-10	8:51:25	5.10835e2	5.13542e1	7.40780e1	7.6378798e-2	1.2098252e1	7.1941051e-1	
2021-03-10	8:51:26	5.10405e2	5.13575e1	7.40677e1	7.6333351e-2	1.2091538e1	7.2785401e-1	
2021-03-10	8:51:26	5.08186e2	5.13575e1	7.40747e1	7.6101512e-2	1.2108323e1	7.1493701e-1	
2021-03-10	8:51:27	5.09041e2	5.13575e1	7.40732e1	7.6190996e-2	1.2094056e1	7.3686928e-1	
