"2021-02-16 at 15:26"
System_Date_(Y-M-D)	System_Time_(h:m:s)	CO₂_(µmol_mol⁻¹)	Cell_Temperature_(°C)	Cell_Pressure_(kPa)	CO₂_Absorption	Input_Voltage_(V)	Flow_Rate_(L_min⁻¹)	
2021-02-16	15:28:16	4.68763e2	5.14239e1	7.38844e1	7.1884779e-2	1.2043702e1	7.4869852e-1	
2021-02-16	15:28:16	4.64447e2	5.14206e1	7.38880e1	7.1414418e-2	1.2031114e1	7.2630510e-1	
2021-02-16	15:28:17	4.65128e2	5.14173e1	7.39024e1	7.1489329e-2	1.2026077e1	7.2884826e-1	
2021-02-16	15:28:17	4.64897e2	5.14140e1	7.38892e1	7.1464657e-2	1.2045381e1	7.3832087e-1	
2021-02-16	15:28:18	4.61406e2	5.14140e1	7.38922e1	7.1082344e-2	1.2053773e1	7.1999015e-1	
2021-02-16	15:28:18	4.58320e2	5.14140e1	7.39022e1	7.0743250e-2	1.2048738e1	7.3730092e-1	
2021-02-16	15:28:19	4.56606e2	5.14206e1	7.38817e1	7.0553436e-2	1.2055451e1	7.5130319e-1	
2021-02-16	15:28:19	4.54585e2	5.14239e1	7.38864e1	7.0329818e-2	1.2035310e1	7.2545070e-1	
2021-02-16	15:28:20	4.53363e2	5.14206e1	7.39004e1	7.0195169e-2	1.2039506e1	7.3311185e-1	
2021-02-16	15:28:20	4.53525e2	5.14239e1	7.38837e1	7.0212574e-2	1.2050416e1	7.4416728e-1	
2021-02-16	15:28:21	4.52611e2	5.14206e1	7.38932e1	7.0111937e-2	1.2047898e1	7.1595234e-1	
2021-02-16	15:28:21	4.51508e2	5.14173e1	7.39059e1	6.9990248e-2	1.2048738e1	7.3214206e-1	
2021-02-16	15:28:22	4.50813e2	5.14206e1	7.38840e1	6.9912743e-2	1.2058808e1	7.5409884e-1	
2021-02-16	15:28:22	4.49462e2	5.14206e1	7.38827e1	6.9762678e-2	1.2044541e1	7.3099846e-1	
2021-02-16	15:28:23	4.47661e2	5.14173e1	7.39022e1	6.9562916e-2	1.2050416e1	7.2168388e-1	
2021-02-16	15:28:23	4.45773e2	5.14239e1	7.38917e1	6.9351568e-2	1.2051255e1	7.3439793e-1	
2021-02-16	15:28:24	4.43332e2	5.14239e1	7.38917e1	6.9078912e-2	1.2051255e1	7.2533950e-1	
2021-02-16	15:28:24	4.41370e2	5.14173e1	7.38929e1	6.8860225e-2	1.2036988e1	7.4687747e-1	
2021-02-16	15:28:25	4.41562e2	5.14206e1	7.38767e1	6.8881273e-2	1.2052094e1	7.4905195e-1	
2021-02-16	15:28:25	4.40666e2	5.14206e1	7.38884e1	6.8780803e-2	1.2049577e1	7.2448039e-1	
2021-02-16	15:28:26	4.39657e2	5.14206e1	7.39004e1	6.8667516e-2	1.2041184e1	7.3254799e-1	
2021-02-16	15:28:26	4.38864e2	5.14239e1	7.38850e1	6.8577966e-2	1.2045381e1	7.4495229e-1	
2021-02-16	15:28:27	4.38351e2	5.14206e1	7.38927e1	6.8520779e-2	1.2047059e1	7.2114410e-1	
2021-02-16	15:28:27	4.40565e2	5.14206e1	7.39062e1	6.8769483e-2	1.2050416e1	7.2826719e-1	
2021-02-16	15:28:28	4.44191e2	5.14173e1	7.38854e1	6.9175910e-2	1.2051255e1	7.4795284e-1	
2021-02-16	15:28:28	4.44382e2	5.14173e1	7.38850e1	6.9197268e-2	1.2052934e1	7.3167486e-1	
2021-02-16	15:28:29	4.41723e2	5.14173e1	7.38990e1	6.8899831e-2	1.2049577e1	7.2391486e-1	
2021-02-16	15:28:29	4.40603e2	5.14140e1	7.38927e1	6.8774752e-2	1.2066361e1	7.3279190e-1	
2021-02-16	15:28:30	4.38276e2	5.14206e1	7.38947e1	6.8512387e-2	1.2049577e1	7.2157530e-1	
2021-02-16	15:28:30	4.34776e2	5.14206e1	7.38987e1	6.8118028e-2	1.2082307e1	7.4347734e-1	
2021-02-16	15:28:31	4.33336e2	5.14206e1	7.38792e1	6.7955350e-2	1.2073915e1	7.4726448e-1	
2021-02-16	15:28:31	4.33608e2	5.14206e1	7.38899e1	6.7986102e-2	1.2051255e1	7.2267241e-1	
2021-02-16	15:28:32	4.35509e2	5.14206e1	7.39010e1	6.8200721e-2	1.2054612e1	7.3278946e-1	
2021-02-16	15:28:32	4.36149e2	5.14173e1	7.38805e1	6.8273425e-2	1.2058808e1	7.4542541e-1	
2021-02-16	15:28:33	4.33881e2	5.14139e1	7.38902e1	6.8017888e-2	1.2063844e1	7.2310028e-1	
2021-02-16	15:28:33	4.30583e2	5.14106e1	7.39045e1	6.7645025e-2	1.2076432e1	7.2957158e-1	
2021-02-16	15:28:34	4.28413e2	5.14139e1	7.38874e1	6.7398128e-2	1.2073915e1	7.4746804e-1	
2021-02-16	15:28:34	4.27304e2	5.14139e1	7.38837e1	6.7272081e-2	1.2060487e1	7.3456621e-1	
2021-02-16	15:28:35	4.25616e2	5.14139e1	7.38984e1	6.7079696e-2	1.2077271e1	7.2537651e-1	
2021-02-16	15:28:35	4.24849e2	5.14106e1	7.38947e1	6.6992688e-2	1.2055451e1	7.3110618e-1	
2021-02-16	15:28:36	4.26084e2	5.14106e1	7.38967e1	6.7133612e-2	1.2060487e1	7.2197575e-1	
2021-02-16	15:28:36	4.30439e2	5.14106e1	7.38987e1	6.7628717e-2	1.2053773e1	7.4332566e-1	
2021-02-16	15:28:37	4.33780e2	5.14073e1	7.38797e1	6.8007469e-2	1.2070558e1	7.4750404e-1	
2021-02-16	15:28:37	4.32364e2	5.14073e1	7.38895e1	6.7847433e-2	1.2062165e1	7.2204184e-1	
2021-02-16	15:28:38	4.28799e2	5.14106e1	7.39022e1	6.7442507e-2	1.2057969e1	7.3194913e-1	
2021-02-16	15:28:38	4.24689e2	5.14173e1	7.38857e1	6.6973419e-2	1.2071397e1	7.4224781e-1	
